null,อรุณอัมรินทร์,บางกอกน้อย,กรุงเทพมหานคร,10700,false,1020,10
null,วัดท่าพระ,บางกอกใหญ่,กรุงเทพมหานคร,10600,101602,1016,10
null,วัดอรุณ,บางกอกใหญ่,กรุงเทพมหานคร,10600,101601,1016,10
null,คลองจั่น,บางกะปิ,กรุงเทพมหานคร,10240,100601,1006,10
null,หัวหมาก,บางกะปิ,กรุงเทพมหานคร,10240,100608,1006,10
null,หัวหมาก,บางกะปิ,กรุงเทพมหานคร,10250,100608,1006,10
null,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,10150,102105,1021,10
null,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,10150,102107,1021,10
null,บางคอแหลม,บางคอแหลม,กรุงเทพมหานคร,10120,101207,1031,10
null,บางโคล่,บางคอแหลม,กรุงเทพมหานคร,10120,101206,1031,10
null,วัดพระยาไกร,บางคอแหลม,กรุงเทพมหานคร,10120,101205,1031,10
null,บางซื่อ,บางซื่อ,กรุงเทพมหานคร,10800,100205,1029,10
null,วงศ์สว่าง,บางซื่อ,กรุงเทพมหานคร,10800,false,1029,10
null,บางนา,บางนา,กรุงเทพมหานคร,10260,100904,1047,10
null,บางบอน,บางบอน,กรุงเทพมหานคร,10150,102104,1050,10
null,บางบำหรุ,บางพลัด,กรุงเทพมหานคร,10700,102002,1025,10
null,บางพลัด,บางพลัด,กรุงเทพมหานคร,10700,102001,1025,10
null,บางยี่ขัน,บางพลัด,กรุงเทพมหานคร,10700,102008,1025,10
null,บางอ้อ,บางพลัด,กรุงเทพมหานคร,10700,102003,1025,10
null,บางรัก,บางรัก,กรุงเทพมหานคร,10500,100404,1004,10
null,มหาพฤฒาราม,บางรัก,กรุงเทพมหานคร,10500,100401,1004,10
null,สีลม,บางรัก,กรุงเทพมหานคร,10500,100402,1004,10
null,สี่พระยา,บางรัก,กรุงเทพมหานคร,10500,100405,1004,10
null,สุริยวงศ์,บางรัก,กรุงเทพมหานคร,10500,100403,1004,10
null,ท่าแร้ง,บางเขน,กรุงเทพมหานคร,10220,100508,1005,10
null,ท่าแร้ง,บางเขน,กรุงเทพมหานคร,10230,100508,1005,10
null,อนุสาวรีย์,บางเขน,กรุงเทพมหานคร,10220,100502,1005,10
null,บางแค,บางแค,กรุงเทพมหานคร,10160,102203,1040,10
null,บางแคเหนือ,บางแค,กรุงเทพมหานคร,10160,102204,1040,10
null,บางไผ่,บางแค,กรุงเทพมหานคร,10160,102205,1040,10
null,หลักสอง,บางแค,กรุงเทพมหานคร,10160,102301,1040,10
null,คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร,10230,100604,1027,10
null,คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร,10240,100604,1027,10
null,นวมินทร์,บึงกุ่ม,กรุงเทพมหานคร,10230,false,1027,10
null,นวลจันทร์,บึงกุ่ม,กรุงเทพมหานคร,10230,false,1027,10
null,ปทุมวัน,ปทุมวัน,กรุงเทพมหานคร,10330,100703,1007,10
null,รองเมือง,ปทุมวัน,กรุงเทพมหานคร,10330,100701,1007,10
null,ลุมพินี,ปทุมวัน,กรุงเทพมหานคร,10330,100704,1007,10
null,วังใหม่,ปทุมวัน,กรุงเทพมหานคร,10330,100702,1007,10
null,วังใหม่,ปทุมวัน,กรุงเทพมหานคร,10110,100702,1007,10
null,วังใหม่,ปทุมวัน,กรุงเทพมหานคร,10120,100702,1007,10
null,วังใหม่,ปทุมวัน,กรุงเทพมหานคร,10400,100702,1007,10
null,วังใหม่,ปทุมวัน,กรุงเทพมหานคร,10500,100702,1007,10
null,ดอกไม้,ประเวศ,กรุงเทพมหานคร,10250,100909,1032,10
null,ประเวศ,ประเวศ,กรุงเทพมหานคร,10250,100908,1032,10
null,หนองบอน,ประเวศ,กรุงเทพมหานคร,10250,100907,1032,10
null,คลองมหานาค,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,10100,100803,1008,10
null,บ้านบาตร,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,10100,100804,1008,10
null,ป้อมปราบ,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,10100,100801,1008,10
null,วัดเทพศิรินทร์,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,10100,100802,1008,10
null,วัดโสมนัส,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,10100,100805,1008,10
null,สามเสนใน,พญาไท,กรุงเทพมหานคร,10400,100299,1014,10
null,ชนะสงคราม,พระนคร,กรุงเทพมหานคร,10200,100109,1001,10
null,ตลาดยอด,พระนคร,กรุงเทพมหานคร,10200,100108,1001,10
null,บวรนิเวศ,พระนคร,กรุงเทพมหานคร,10200,100107,1001,10
null,บางขุนพรหม,พระนคร,กรุงเทพมหานคร,10200,100111,1001,10
null,บ้านพานถม,พระนคร,กรุงเทพมหานคร,10200,100110,1001,10
null,พระบรมมหาราชวัง,พระนคร,กรุงเทพมหานคร,10200,100101,1001,10
null,วังบูรพาภิรมย์,พระนคร,กรุงเทพมหานคร,10200,100102,1001,10
null,วัดราชบพิธ,พระนคร,กรุงเทพมหานคร,10200,100103,1001,10
null,วัดสามพระยา,พระนคร,กรุงเทพมหานคร,10200,100112,1001,10
null,ศาลเจ้าพ่อเสือ,พระนคร,กรุงเทพมหานคร,10200,100105,1001,10
null,สำราญราษฎร์,พระนคร,กรุงเทพมหานคร,10200,100104,1001,10
null,เสาชิงช้า,พระนคร,กรุงเทพมหานคร,10200,100106,1001,10
null,บางจาก,พระโขนง,กรุงเทพมหานคร,10260,100905,1009,10
null,คลองขวาง,ภาษีเจริญ,กรุงเทพมหานคร,10160,102208,1022,10
null,คูหาสวรรค์,ภาษีเจริญ,กรุงเทพมหานคร,10160,102210,1022,10
null,บางจาก,ภาษีเจริญ,กรุงเทพมหานคร,10160,100905,1022,10
null,บางด้วน,ภาษีเจริญ,กรุงเทพมหานคร,10160,102202,1022,10
null,บางหว้า,ภาษีเจริญ,กรุงเทพมหานคร,10160,102201,1022,10
null,บางแวก,ภาษีเจริญ,กรุงเทพมหานคร,10160,102207,1022,10
null,ปากคลองภาษีเจริญ,ภาษีเจริญ,กรุงเทพมหานคร,10160,102209,1022,10
null,มีนบุรี,มีนบุรี,กรุงเทพมหานคร,10510,101001,1010,10
null,แสนแสบ,มีนบุรี,กรุงเทพมหานคร,10510,101002,1010,10
null,ช่องนนทรี,ยานนาวา,กรุงเทพมหานคร,10120,101203,1012,10
null,บางโพงพาง,ยานนาวา,กรุงเทพมหานคร,10120,101204,1012,10
null,ถนนพญาไท,ราชเทวี,กรุงเทพมหานคร,10400,101405,1037,10
null,ถนนเพชรบุรี,ราชเทวี,กรุงเทพมหานคร,10400,101402,1037,10
null,ทุ่งพญาไท,ราชเทวี,กรุงเทพมหานคร,10400,101403,1037,10
null,มักกะสัน,ราชเทวี,กรุงเทพมหานคร,10400,101404,1037,10
null,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,10140,102402,1024,10
null,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,10140,102401,1024,10
null,ขุมทอง,ลาดกระบัง,กรุงเทพมหานคร,10520,101106,1011,10
null,คลองสองต้นนุ่น,ลาดกระบัง,กรุงเทพมหานคร,10520,101102,1011,10
null,คลองสามประเวศ,ลาดกระบัง,กรุงเทพมหานคร,10520,101103,1011,10
null,ทับยาว,ลาดกระบัง,กรุงเทพมหานคร,10520,101105,1011,10
null,ลาดกระบัง,ลาดกระบัง,กรุงเทพมหานคร,10520,101101,1011,10
null,ลำปลาทิว,ลาดกระบัง,กรุงเทพมหานคร,10520,101104,1011,10
null,จรเข้บัว,ลาดพร้าว,กรุงเทพมหานคร,10230,100607,1038,10
null,ลาดพร้าว,ลาดพร้าว,กรุงเทพมหานคร,10230,100603,1038,10
null,คลองเจ้าคุณสิงห์,วังทองหลาง,กรุงเทพมหานคร,10310,false,1045,10
null,พลับพลา,วังทองหลาง,กรุงเทพมหานคร,10310,false,1045,10
null,วังทองหลาง,วังทองหลาง,กรุงเทพมหานคร,10310,100602,1045,10
null,สะพานสอง,วังทองหลาง,กรุงเทพมหานคร,10310,false,1045,10
null,คลองตันเหนือ,วัฒนา,กรุงเทพมหานคร,10110,103305,1039,10
null,คลองเตยเหนือ,วัฒนา,กรุงเทพมหานคร,10110,103304,1039,10
null,พระโขนงเหนือ,วัฒนา,กรุงเทพมหานคร,10110,103306,1039,10
null,พระโขนงเหนือ,วัฒนา,กรุงเทพมหานคร,10260,103306,1039,10
null,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,10250,100906,1034,10
null,อ่อนนุช,สวนหลวง,กรุงเทพมหานคร,10250,103400,1034,10
null,สะพานสูง,สะพานสูง,กรุงเทพมหานคร,10240,100605,1044,10
null,สะพานสูง,สะพานสูง,กรุงเทพมหานคร,10250,100605,1044,10
null,ราษฎร์พัฒนา,สะพานสูง,กรุงเทพมหานคร,10240,104402,1044,10
null,ทับช้าง,สะพานสูง,กรุงเทพมหานคร,10250,104403,1044,10
null,จักรวรรดิ์,สัมพันธวงศ์,กรุงเทพมหานคร,10100,false,1013,10
null,ตลาดน้อย,สัมพันธวงศ์,กรุงเทพมหานคร,10100,101303,1013,10
null,สัมพันธวงศ์,สัมพันธวงศ์,กรุงเทพมหานคร,10100,101302,1013,10
null,ทุ่งมหาเมฆ,สาทร,กรุงเทพมหานคร,10120,101208,1028,10
null,ทุ่งวัดดอน,สาทร,กรุงเทพมหานคร,10120,101201,1028,10
null,ยานนาวา,สาทร,กรุงเทพมหานคร,10120,101202,1028,10
null,คลองถนน,สายไหม,กรุงเทพมหานคร,10220,100503,1042,10
null,สายไหม,สายไหม,กรุงเทพมหานคร,10220,100506,1042,10
null,ออเงิน,สายไหม,กรุงเทพมหานคร,10220,100509,1042,10
null,กระทุ่มราย,หนองจอก,กรุงเทพมหานคร,10530,100301,1003,10
null,คลองสิบ,หนองจอก,กรุงเทพมหานคร,10530,100303,1003,10
null,คลองสิบสอง,หนองจอก,กรุงเทพมหานคร,10530,100304,1003,10
null,คู้ฝั่งเหนือ,หนองจอก,กรุงเทพมหานคร,10530,100306,1003,10
null,ลำต้อยติ่ง,หนองจอก,กรุงเทพมหานคร,10530,100308,1003,10
null,ลำผักชี,หนองจอก,กรุงเทพมหานคร,10530,100307,1003,10
null,หนองจอก,หนองจอก,กรุงเทพมหานคร,10530,100302,1003,10
null,โคกแฝด,หนองจอก,กรุงเทพมหานคร,10530,100305,1003,10
null,หนองค้างพลู,หนองแขม,กรุงเทพมหานคร,10160,102303,1023,10
null,หนองแขม,หนองแขม,กรุงเทพมหานคร,10160,102302,1023,10
null,ตลาดบางเขน,หลักสี่,กรุงเทพมหานคร,10210,100504,1041,10
null,ทุ่งสองห้อง,หลักสี่,กรุงเทพมหานคร,10210,100507,1041,10
null,บางกะปิ,ห้วยขวาง,กรุงเทพมหานคร,10310,101702,1017,10
null,สามเสนนอก,ห้วยขวาง,กรุงเทพมหานคร,10310,101704,1017,10
null,ห้วยขวาง,ห้วยขวาง,กรุงเทพมหานคร,10310,101701,1017,10
null,กลอนโด,ด่านมะขามเตี้ย,กาญจนบุรี,71260,710115,7111,71
null,จรเข้เผือก,ด่านมะขามเตี้ย,กาญจนบุรี,71260,710114,7111,71
null,ด่านมะขามเตี้ย,ด่านมะขามเตี้ย,กาญจนบุรี,71260,710112,7111,71
null,หนองไผ่,ด่านมะขามเตี้ย,กาญจนบุรี,71260,711104,7111,71
null,ชะแล,ทองผาภูมิ,กาญจนบุรี,71180,710705,7107,71
null,ท่าขนุน,ทองผาภูมิ,กาญจนบุรี,71180,710701,7107,71
null,ปิล๊อก,ทองผาภูมิ,กาญจนบุรี,71180,710702,7107,71
null,ลิ่นถิ่น,ทองผาภูมิ,กาญจนบุรี,71180,710704,7107,71
null,สหกรณ์นิคม,ทองผาภูมิ,กาญจนบุรี,71180,710707,7107,71
null,หินดาด,ทองผาภูมิ,กาญจนบุรี,71180,710703,7107,71
null,ห้วยเขย่ง,ทองผาภูมิ,กาญจนบุรี,71180,710706,7107,71
null,ดอนขมิ้น,ท่ามะกา,กาญจนบุรี,71120,710509,7105,71
null,ดอนชะเอม,ท่ามะกา,กาญจนบุรี,71130,710503,7105,71
null,ตะคร้ำเอน,ท่ามะกา,กาญจนบุรี,71130,710505,7105,71
null,ท่ามะกา,ท่ามะกา,กาญจนบุรี,71120,710506,7105,71
null,ท่าเรือ,ท่ามะกา,กาญจนบุรี,71130,710507,7105,71
null,ท่าเสา,ท่ามะกา,กาญจนบุรี,71120,710202,7105,71
null,ท่าไม้,ท่ามะกา,กาญจนบุรี,71120,710504,7105,71
null,พงตึก,ท่ามะกา,กาญจนบุรี,71120,710501,7105,71
null,พระแท่น,ท่ามะกา,กาญจนบุรี,71130,710512,7105,71
null,ยางม่วง,ท่ามะกา,กาญจนบุรี,71120,710502,7105,71
null,สนามแย้,ท่ามะกา,กาญจนบุรี,70190,710515,7105,71
null,หนองลาน,ท่ามะกา,กาญจนบุรี,71130,710517,7105,71
null,หวายเหนียว,ท่ามะกา,กาญจนบุรี,71120,710513,7105,71
null,อุโลกสี่หมื่น,ท่ามะกา,กาญจนบุรี,71130,710510,7105,71
null,เขาสามสิบหาบ,ท่ามะกา,กาญจนบุรี,71120,710511,7105,71
null,แสนตอ,ท่ามะกา,กาญจนบุรี,71130,710514,7105,71
null,โคกตะบอง,ท่ามะกา,กาญจนบุรี,71120,710508,7105,71
null,ทุ่งทอง,ท่าม่วง,กาญจนบุรี,71110,710606,7106,71
null,ท่าตะคร้อ,ท่าม่วง,กาญจนบุรี,71130,710611,7106,71
null,ท่าม่วง,ท่าม่วง,กาญจนบุรี,71110,710601,7106,71
null,ท่าล้อ,ท่าม่วง,กาญจนบุรี,71000,710604,7106,71
null,บ้านใหม่,ท่าม่วง,กาญจนบุรี,71110,710609,7106,71
null,พังตรุ,ท่าม่วง,กาญจนบุรี,71110,710610,7106,71
null,ม่วงชุม,ท่าม่วง,กาญจนบุรี,71110,710608,7106,71
null,รางสาลี่,ท่าม่วง,กาญจนบุรี,71110,710612,7106,71
null,วังขนาย,ท่าม่วง,กาญจนบุรี,71110,710602,7106,71
null,วังศาลา,ท่าม่วง,กาญจนบุรี,71110,710603,7106,71
null,หนองขาว,ท่าม่วง,กาญจนบุรี,71110,710605,7106,71
null,หนองตากยา,ท่าม่วง,กาญจนบุรี,71110,710613,7106,71
null,เขาน้อย,ท่าม่วง,กาญจนบุรี,71110,710607,7106,71
null,ช่องด่าน,บ่อพลอย,กาญจนบุรี,71160,710308,7103,71
null,บ่อพลอย,บ่อพลอย,กาญจนบุรี,71160,710301,7103,71
null,หนองกร่าง,บ่อพลอย,กาญจนบุรี,71220,710309,7103,71
null,หนองกุ่ม,บ่อพลอย,กาญจนบุรี,71160,710302,7103,71
null,หนองรี,บ่อพลอย,กาญจนบุรี,71220,710303,7103,71
null,หลุมรัง,บ่อพลอย,กาญจนบุรี,71160,710305,7103,71
null,ดอนตาเพชร,พนมทวน,กาญจนบุรี,71140,710912,7109,71
null,ดอนเจดีย์,พนมทวน,กาญจนบุรี,71140,710904,7109,71
null,ทุ่งสมอ,พนมทวน,กาญจนบุรี,71140,710903,7109,71
null,พนมทวน,พนมทวน,กาญจนบุรี,71140,710901,7109,71
null,พังตรุ,พนมทวน,กาญจนบุรี,71140,710610,7109,71
null,รางหวาย,พนมทวน,กาญจนบุรี,71170,710906,7109,71
null,หนองสาหร่าย,พนมทวน,กาญจนบุรี,71140,710911,7109,71
null,หนองโรง,พนมทวน,กาญจนบุรี,71140,710902,7109,71
null,ด่านแม่แฉลบ,ศรีสวัสดิ์,กาญจนบุรี,71250,710402,7104,71
null,ท่ากระดาน,ศรีสวัสดิ์,กาญจนบุรี,71250,710404,7104,71
null,นาสวน,ศรีสวัสดิ์,กาญจนบุรี,71250,710401,7104,71
null,หนองเป็ด,ศรีสวัสดิ์,กาญจนบุรี,71250,710403,7104,71
null,เขาโจด,ศรีสวัสดิ์,กาญจนบุรี,71220,710405,7104,71
null,แม่กระบุง,ศรีสวัสดิ์,กาญจนบุรี,71250,710406,7104,71
null,ปรังเผล,สังขละบุรี,กาญจนบุรี,71240,710802,7108,71
null,หนองลู,สังขละบุรี,กาญจนบุรี,71240,710801,7108,71
null,ไล่โว่,สังขละบุรี,กาญจนบุรี,71240,710803,7108,71
null,สมเด็จเจริญ,หนองปรือ,กาญจนบุรี,71220,710307,7112,71
null,หนองปรือ,หนองปรือ,กาญจนบุรี,71220,710304,7112,71
null,หนองปลาไหล,หนองปรือ,กาญจนบุรี,71220,710306,7112,71
null,ดอนแสลบ,ห้วยกระเจา,กาญจนบุรี,71170,710907,7113,71
null,วังไผ่,ห้วยกระเจา,กาญจนบุรี,71170,710910,7113,71
null,สระลงเรือ,ห้วยกระเจา,กาญจนบุรี,71170,710909,7113,71
null,ห้วยกระเจา,ห้วยกระเจา,กาญจนบุรี,71170,710908,7113,71
null,ช่องสะเดา,เมืองกาญจนบุรี,กาญจนบุรี,71190,710109,7101,71
null,ท่ามะขาม,เมืองกาญจนบุรี,กาญจนบุรี,71000,710104,7101,71
null,บ้านเก่า,เมืองกาญจนบุรี,กาญจนบุรี,71000,710113,7101,71
null,บ้านเหนือ,เมืองกาญจนบุรี,กาญจนบุรี,71000,710101,7101,71
null,บ้านใต้,เมืองกาญจนบุรี,กาญจนบุรี,71000,710102,7101,71
null,ปากแพรก,เมืองกาญจนบุรี,กาญจนบุรี,71000,710103,7101,71
null,ลาดหญ้า,เมืองกาญจนบุรี,กาญจนบุรี,71190,710107,7101,71
null,วังด้ง,เมืองกาญจนบุรี,กาญจนบุรี,71190,710108,7101,71
null,วังเย็น,เมืองกาญจนบุรี,กาญจนบุรี,71000,710116,7101,71
null,หนองบัว,เมืองกาญจนบุรี,กาญจนบุรี,71190,710106,7101,71
null,หนองหญ้า,เมืองกาญจนบุรี,กาญจนบุรี,71000,710110,7101,71
null,เกาะสำโรง,เมืองกาญจนบุรี,กาญจนบุรี,71000,710111,7101,71
null,แก่งเสี้ยน,เมืองกาญจนบุรี,กาญจนบุรี,71000,710105,7101,71
null,ทุ่งกระบ่ำ,เลาขวัญ,กาญจนบุรี,71210,711006,7110,71
null,หนองนกแก้ว,เลาขวัญ,กาญจนบุรี,71210,711005,7110,71
null,หนองประดู่,เลาขวัญ,กาญจนบุรี,71210,711003,7110,71
null,หนองปลิง,เลาขวัญ,กาญจนบุรี,71210,711004,7110,71
null,หนองฝ้าย,เลาขวัญ,กาญจนบุรี,71210,711007,7110,71
null,หนองโสน,เลาขวัญ,กาญจนบุรี,71210,711002,7110,71
null,เลาขวัญ,เลาขวัญ,กาญจนบุรี,71210,711001,7110,71
null,ท่าเสา,ไทรโยค,กาญจนบุรี,71150,710202,7102,71
null,บ้องตี้,ไทรโยค,กาญจนบุรี,71150,710207,7102,71
null,ลุ่มสุ่ม,ไทรโยค,กาญจนบุรี,71150,710201,7102,71
null,วังกระแจะ,ไทรโยค,กาญจนบุรี,71150,710205,7102,71
null,ศรีมงคล,ไทรโยค,กาญจนบุรี,71150,710206,7102,71
